image,expected,variant,model,preprocess,predicted,confidence,correct,detections,inference_ms
other_rics/IMG20220602103227.jpg,other,other_rics,ric1-v5,clahe_canny,pet1,0.4906,False,"[{""label"": ""pet1"", ""confidence"": 0.49059170484542847, ""bbox"": [216, 183, 298, 273]}]",41.11
other_rics/IMG20220602103227.jpg,other,other_rics,ric5-v1,clahe_canny,pp5,0.4472,False,"[{""label"": ""pp5"", ""confidence"": 0.4471805989742279, ""bbox"": [177, 4, 257, 77]}, {""label"": ""pp5"", ""confidence"": 0.3002433478832245, ""bbox"": [168, 190, 240, 266]}]",41.09
other_rics/IMG20220602103227.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],41.04
other_rics/IMG20220602110632.jpg,other,other_rics,yolov8,baseline,none,0.0,True,[],44.45
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-v5,baseline,none,0.0,True,[],41.11
other_rics/IMG20220602110632.jpg,other,other_rics,ric5-v1,baseline,none,0.0,True,[],41.3
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-ric5-v6,baseline,none,0.0,True,[],41.56
other_rics/IMG20220602110632.jpg,other,other_rics,yolov8,clahe,none,0.0,True,[],42.11
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-v5,clahe,pet1,0.3563,False,"[{""label"": ""pet1"", ""confidence"": 0.356342077255249, ""bbox"": [159, 54, 205, 118]}]",39.59
other_rics/IMG20220602110632.jpg,other,other_rics,ric5-v1,clahe,none,0.0,True,[],42.62
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-ric5-v6,clahe,none,0.0,True,[],42.04
other_rics/IMG20220602110632.jpg,other,other_rics,yolov8,canny,none,0.0,True,[],41.93
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-v5,canny,none,0.0,True,[],41.9
other_rics/IMG20220602110632.jpg,other,other_rics,ric5-v1,canny,none,0.0,True,[],40.99
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-ric5-v6,canny,none,0.0,True,[],41.17
other_rics/IMG20220602110632.jpg,other,other_rics,yolov8,clahe_canny,none,0.0,True,[],46.76
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-v5,clahe_canny,none,0.0,True,[],43.87
other_rics/IMG20220602110632.jpg,other,other_rics,ric5-v1,clahe_canny,none,0.0,True,[],45.67
other_rics/IMG20220602110632.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],44.88
other_rics/IMG_6271.jpg,other,other_rics,yolov8,baseline,none,0.0,True,[],46.37
other_rics/IMG_6271.jpg,other,other_rics,ric1-v5,baseline,none,0.0,True,[],42.52
other_rics/IMG_6271.jpg,other,other_rics,ric5-v1,baseline,none,0.0,True,[],41.1
other_rics/IMG_6271.jpg,other,other_rics,ric1-ric5-v6,baseline,none,0.0,True,[],41.76
other_rics/IMG_6271.jpg,other,other_rics,yolov8,clahe,person,0.3322,True,"[{""label"": ""person"", ""confidence"": 0.332217276096344, ""bbox"": [121, 70, 327, 415]}, {""label"": ""person"", ""confidence"": 0.27193671464920044, ""bbox"": [0, 379, 27, 415]}]",43.15
other_rics/IMG_6271.jpg,other,other_rics,ric1-v5,clahe,none,0.0,True,[],41.89
other_rics/IMG_6271.jpg,other,other_rics,ric5-v1,clahe,none,0.0,True,[],41.97
other_rics/IMG_6271.jpg,other,other_rics,ric1-ric5-v6,clahe,none,0.0,True,[],41.15
other_rics/IMG_6271.jpg,other,other_rics,yolov8,canny,none,0.0,True,[],43.18
other_rics/IMG_6271.jpg,other,other_rics,ric1-v5,canny,none,0.0,True,[],41.64
other_rics/IMG_6271.jpg,other,other_rics,ric5-v1,canny,none,0.0,True,[],41.73
other_rics/IMG_6271.jpg,other,other_rics,ric1-ric5-v6,canny,none,0.0,True,[],42.88
other_rics/IMG_6271.jpg,other,other_rics,yolov8,clahe_canny,none,0.0,True,[],46.43
other_rics/IMG_6271.jpg,other,other_rics,ric1-v5,clahe_canny,none,0.0,True,[],45.48
other_rics/IMG_6271.jpg,other,other_rics,ric5-v1,clahe_canny,pp5,0.4057,False,"[{""label"": ""pp5"", ""confidence"": 0.40572187304496765, ""bbox"": [210, 64, 311, 169]}]",43.54
other_rics/IMG_6271.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],42.1
other_rics/IMG_6332.jpg,other,other_rics,yolov8,baseline,none,0.0,True,[],45.18
other_rics/IMG_6332.jpg,other,other_rics,ric1-v5,baseline,none,0.0,True,[],42.27
other_rics/IMG_6332.jpg,other,other_rics,ric5-v1,baseline,none,0.0,True,[],46.72
other_rics/IMG_6332.jpg,other,other_rics,ric1-ric5-v6,baseline,none,0.0,True,[],43.7
other_rics/IMG_6332.jpg,other,other_rics,yolov8,clahe,none,0.0,True,[],47.56
other_rics/IMG_6332.jpg,other,other_rics,ric1-v5,clahe,none,0.0,True,[],45.0
other_rics/IMG_6332.jpg,other,other_rics,ric5-v1,clahe,none,0.0,True,[],45.41
other_rics/IMG_6332.jpg,other,other_rics,ric1-ric5-v6,clahe,none,0.0,True,[],41.13
other_rics/IMG_6332.jpg,other,other_rics,yolov8,canny,none,0.0,True,[],45.59
other_rics/IMG_6332.jpg,other,other_rics,ric1-v5,canny,none,0.0,True,[],41.48
other_rics/IMG_6332.jpg,other,other_rics,ric5-v1,canny,none,0.0,True,[],42.53
other_rics/IMG_6332.jpg,other,other_rics,ric1-ric5-v6,canny,none,0.0,True,[],45.23
other_rics/IMG_6332.jpg,other,other_rics,yolov8,clahe_canny,none,0.0,True,[],44.77
other_rics/IMG_6332.jpg,other,other_rics,ric1-v5,clahe_canny,none,0.0,True,[],42.9
other_rics/IMG_6332.jpg,other,other_rics,ric5-v1,clahe_canny,none,0.0,True,[],40.25
other_rics/IMG_6332.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],43.33
other_rics/IMG_6337.jpg,other,other_rics,yolov8,baseline,none,0.0,True,[],44.23
other_rics/IMG_6337.jpg,other,other_rics,ric1-v5,baseline,none,0.0,True,[],42.93
other_rics/IMG_6337.jpg,other,other_rics,ric5-v1,baseline,none,0.0,True,[],43.08
other_rics/IMG_6337.jpg,other,other_rics,ric1-ric5-v6,baseline,none,0.0,True,[],43.15
other_rics/IMG_6337.jpg,other,other_rics,yolov8,clahe,none,0.0,True,[],44.28
other_rics/IMG_6337.jpg,other,other_rics,ric1-v5,clahe,pet1,0.8146,False,"[{""label"": ""pet1"", ""confidence"": 0.8146310448646545, ""bbox"": [297, 266, 335, 316]}, {""label"": ""pet1"", ""confidence"": 0.43288499116897583, ""bbox"": [376, 0, 415, 53]}]",42.56
other_rics/IMG_6337.jpg,other,other_rics,ric5-v1,clahe,none,0.0,True,[],40.91
other_rics/IMG_6337.jpg,other,other_rics,ric1-ric5-v6,clahe,none,0.0,True,[],41.29
other_rics/IMG_6337.jpg,other,other_rics,yolov8,canny,none,0.0,True,[],47.7
other_rics/IMG_6337.jpg,other,other_rics,ric1-v5,canny,none,0.0,True,[],42.94
other_rics/IMG_6337.jpg,other,other_rics,ric5-v1,canny,pp5,0.4592,False,"[{""label"": ""pp5"", ""confidence"": 0.4592353105545044, ""bbox"": [127, 225, 187, 285]}]",44.71
other_rics/IMG_6337.jpg,other,other_rics,ric1-ric5-v6,canny,none,0.0,True,[],48.33
other_rics/IMG_6337.jpg,other,other_rics,yolov8,clahe_canny,none,0.0,True,[],44.76
other_rics/IMG_6337.jpg,other,other_rics,ric1-v5,clahe_canny,pet1,0.5022,False,"[{""label"": ""pet1"", ""confidence"": 0.5022155046463013, ""bbox"": [263, 254, 289, 286]}]",43.86
other_rics/IMG_6337.jpg,other,other_rics,ric5-v1,clahe_canny,none,0.0,True,[],43.86
other_rics/IMG_6337.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],43.77
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,yolov8,baseline,none,0.0,True,[],43.61
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-v5,baseline,none,0.0,True,[],41.83
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric5-v1,baseline,none,0.0,True,[],42.3
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-ric5-v6,baseline,none,0.0,True,[],42.25
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,yolov8,clahe,none,0.0,True,[],45.6
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-v5,clahe,none,0.0,True,[],43.55
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric5-v1,clahe,none,0.0,True,[],44.15
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-ric5-v6,clahe,none,0.0,True,[],41.74
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,yolov8,canny,airplane,0.4256,True,"[{""label"": ""airplane"", ""confidence"": 0.42558616399765015, ""bbox"": [226, 207, 273, 223]}, {""label"": ""airplane"", ""confidence"": 0.3814464807510376, ""bbox"": [117, 172, 148, 183]}, {""label"": ""airplane"", ""confidence"": 0.31005367636680603, ""bbox"": [69, 229, 96, 250]}]",49.61
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-v5,canny,none,0.0,True,[],44.16
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric5-v1,canny,none,0.0,True,[],42.82
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-ric5-v6,canny,none,0.0,True,[],42.4
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,yolov8,clahe_canny,none,0.0,True,[],44.74
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-v5,clahe_canny,pet1,0.4149,False,"[{""label"": ""pet1"", ""confidence"": 0.414875328540802, ""bbox"": [224, 310, 275, 356]}]",44.11
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric5-v1,clahe_canny,pp5,0.3554,False,"[{""label"": ""pp5"", ""confidence"": 0.35544708371162415, ""bbox"": [0, 166, 117, 291]}]",44.96
other_rics/e02deaf6-310d-4e75-bb66-08a19c8b6f42.jpg,other,other_rics,ric1-ric5-v6,clahe_canny,none,0.0,True,[],44.38
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,baseline,none,0.0,False,[],46.26
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,baseline,none,0.0,False,[],63.09
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,baseline,none,0.0,False,[],41.65
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,baseline,none,0.0,False,[],42.75
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe,none,0.0,False,[],44.07
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe,none,0.0,False,[],40.6
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe,none,0.0,False,[],42.41
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe,none,0.0,False,[],42.86
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,canny,none,0.0,False,[],42.68
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,canny,none,0.0,False,[],40.75
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,canny,none,0.0,False,[],42.35
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,canny,none,0.0,False,[],42.34
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe_canny,airplane,0.3596,False,"[{""label"": ""airplane"", ""confidence"": 0.3595907688140869, ""bbox"": [52, 117, 174, 138]}, {""label"": ""airplane"", ""confidence"": 0.3198612928390503, ""bbox"": [134, 177, 149, 187]}, {""label"": ""traffic light"", ""confidence"": 0.2590632438659668, ""bbox"": [97, 163, 105, 174]}]",43.71
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe_canny,none,0.0,False,[],44.67
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe_canny,none,0.0,False,[],42.61
pet1/pet1_not_transparnet_embossed/IMG_6328 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe_canny,none,0.0,False,[],43.0
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,baseline,none,0.0,False,[],43.55
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,baseline,none,0.0,False,[],41.88
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,baseline,none,0.0,False,[],42.09
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,baseline,none,0.0,False,[],45.52
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe,airplane,0.2582,False,"[{""label"": ""airplane"", ""confidence"": 0.2581670880317688, ""bbox"": [37, 16, 176, 132]}]",45.51
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe,none,0.0,False,[],44.5
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe,none,0.0,False,[],45.31
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe,none,0.0,False,[],42.39
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,canny,none,0.0,False,[],44.59
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,canny,none,0.0,False,[],42.08
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,canny,none,0.0,False,[],41.54
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,canny,none,0.0,False,[],42.22
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe_canny,none,0.0,False,[],47.53
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe_canny,none,0.0,False,[],58.62
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe_canny,pp5,0.5286,False,"[{""label"": ""pp5"", ""confidence"": 0.5285648703575134, ""bbox"": [21, 137, 84, 191]}, {""label"": ""pp5"", ""confidence"": 0.2695075273513794, ""bbox"": [36, 59, 79, 110]}]",44.95
pet1/pet1_not_transparnet_embossed/IMG_6728 (1).jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe_canny,none,0.0,False,[],41.49
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,yolov8,baseline,none,0.0,False,[],44.42
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,baseline,none,0.0,False,[],42.22
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,baseline,none,0.0,False,[],45.35
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,baseline,none,0.0,False,[],42.3
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe,airplane,0.2582,False,"[{""label"": ""airplane"", ""confidence"": 0.2581670880317688, ""bbox"": [37, 16, 176, 132]}]",43.57
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe,none,0.0,False,[],42.91
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe,none,0.0,False,[],43.26
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe,none,0.0,False,[],44.57
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,yolov8,canny,none,0.0,False,[],47.87
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,canny,none,0.0,False,[],48.96
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,canny,none,0.0,False,[],45.92
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,canny,none,0.0,False,[],52.66
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe_canny,none,0.0,False,[],53.33
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe_canny,none,0.0,False,[],47.67
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe_canny,pp5,0.5286,False,"[{""label"": ""pp5"", ""confidence"": 0.5285648703575134, ""bbox"": [21, 137, 84, 191]}, {""label"": ""pp5"", ""confidence"": 0.2695075273513794, ""bbox"": [36, 59, 79, 110]}]",42.52
pet1/pet1_not_transparnet_embossed/IMG_6728.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe_canny,none,0.0,False,[],43.94
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,yolov8,baseline,none,0.0,False,[],46.81
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,baseline,none,0.0,False,[],44.84
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,baseline,none,0.0,False,[],45.24
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,baseline,none,0.0,False,[],45.2
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe,none,0.0,False,[],45.84
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe,none,0.0,False,[],45.1
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe,pp5,0.2926,False,"[{""label"": ""pp5"", ""confidence"": 0.2925970256328583, ""bbox"": [131, 142, 163, 175]}]",45.04
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe,none,0.0,False,[],43.26
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,yolov8,canny,kite,0.2693,False,"[{""label"": ""kite"", ""confidence"": 0.26930704712867737, ""bbox"": [86, 14, 110, 27]}]",44.69
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,canny,none,0.0,False,[],43.64
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,canny,none,0.0,False,[],44.03
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,canny,none,0.0,False,[],44.55
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe_canny,none,0.0,False,[],45.3
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe_canny,none,0.0,False,[],43.65
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe_canny,none,0.0,False,[],54.38
pet1/pet1_not_transparnet_embossed/IMG_6756.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe_canny,none,0.0,False,[],45.45
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,yolov8,baseline,none,0.0,False,[],47.31
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,baseline,none,0.0,False,[],49.51
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,baseline,none,0.0,False,[],42.65
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,baseline,none,0.0,False,[],44.02
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe,none,0.0,False,[],44.53
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe,none,0.0,False,[],45.71
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe,none,0.0,False,[],43.68
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe,none,0.0,False,[],43.19
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,yolov8,canny,none,0.0,False,[],44.85
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,canny,none,0.0,False,[],41.56
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,canny,none,0.0,False,[],40.27
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,canny,none,0.0,False,[],41.97
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,yolov8,clahe_canny,none,0.0,False,[],43.88
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-v5,clahe_canny,pet1,0.2734,True,"[{""label"": ""pet1"", ""confidence"": 0.2734422981739044, ""bbox"": [92, 178, 118, 206]}]",40.39
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric5-v1,clahe_canny,none,0.0,False,[],41.89
pet1/pet1_not_transparnet_embossed/IMG_6847.jpg,pet1,pet1_not_transparnet_embossed,ric1-ric5-v6,clahe_canny,pp5,0.5904,False,"[{""label"": ""pp5"", ""confidence"": 0.5903981924057007, ""bbox"": [86, 203, 116, 219]}]",41.78
pet1/pet1_print/IMG20220601190704 (1).jpg,pet1,pet1_print,yolov8,baseline,person,0.3541,False,"[{""label"": ""person"", ""confidence"": 0.35408422350883484, ""bbox"": [56, 11, 318, 339]}]",45.82
